id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,imdb_popularity,YearGroup,IMDb Score Bins
tm95252,The Book of Eli,MOVIE,2010,R,118,"['thriller', 'action', 'drama', 'european']",['US'],0,tt1037705,6.8,312538,25.45,2010,6
tm102337,A Nightmare on Elm Street,MOVIE,2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],0,tt1179056,5.2,99192,46.304,2010,4
tm90864,Due Date,MOVIE,2010,R,95,"['drama', 'comedy']",['US'],0,tt1231583,6.5,339626,31.661,2010,6
tm101249,Cop Out,MOVIE,2010,R,107,"['comedy', 'thriller', 'action', 'crime']",['US'],0,tt1385867,5.5,87673,10.863,2010,4
tm101334,Death at a Funeral,MOVIE,2010,R,92,['comedy'],['US'],0,tt1321509,5.6,49599,11.687,2010,4
tm170442,Margin Call,MOVIE,2011,R,107,"['thriller', 'drama']",['US'],0,tt1615147,7.1,125883,17.311,2010,6
tm41792,Django Unchained,MOVIE,2012,R,165,"['western', 'drama']",['US'],0,tt1853728,8.4,1472668,56.588,2010,8
tm50018,Looper,MOVIE,2012,R,119,"['thriller', 'scifi', 'drama', 'crime', 'action']",['US'],0,tt1276104,7.4,566791,48.347,2010,6
tm37153,Killing Them Softly,MOVIE,2012,R,104,"['crime', 'thriller', 'drama']",['US'],0,tt1767297,6.2,141289,15.681,2010,6
tm59428,Silver Linings Playbook,MOVIE,2012,R,122,"['drama', 'romance', 'comedy']",['US'],0,tt1045658,7.7,697481,26.254,2010,6
tm68272,Project X,MOVIE,2012,R,88,['comedy'],['US'],0,tt1636826,6.6,204959,168.423,2010,6
tm172716,Final Destination 5,MOVIE,2011,R,92,"['horror', 'thriller', 'action', 'fantasy', 'documentation', 'european']",['US'],0,tt1622979,5.9,114505,63.749,2010,4
tm40319,Savages,MOVIE,2012,R,131,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt1615065,6.4,129199,16.038,2010,6
tm173624,Hall Pass,MOVIE,2011,R,105,"['romance', 'comedy']",['US'],0,tt0480687,5.9,125098,27.533,2010,4
tm160371,A Very Harold & Kumar Christmas,MOVIE,2011,R,108,"['comedy', 'fantasy', 'romance']",['US'],0,tt1268799,6.2,69241,16.887,2010,6
tm106278,Everything Must Go,MOVIE,2011,R,97,"['comedy', 'drama']",['US'],0,tt1531663,6.4,50431,7.287,2010,6
tm28171,Bill Burr: You People Are All The Same,MOVIE,2012,R,68,['comedy'],['US'],0,tt2290153,8.2,7370,7.25,2010,8
tm34331,Middle of Nowhere,MOVIE,2012,R,101,['drama'],['US'],0,tt1211890,6.5,1818,3.689,2010,6
tm31739,Joan Rivers: Don't Start with Me,MOVIE,2012,R,68,['comedy'],['US'],0,tt2519318,6.6,408,2.277,2010,6
tm65765,6 Bullets,MOVIE,2012,R,115,"['thriller', 'drama', 'action', 'crime']",['US'],0,tt1975249,6,14898,25.607,2010,6
tm48579,Katt Williams: Kattpacalypse,MOVIE,2012,R,60,['comedy'],['US'],0,tt2370686,5.5,635,2.392,2010,4
tm151663,Nightcrawler,MOVIE,2014,R,118,"['crime', 'thriller', 'drama']",['US'],0,tt2872718,7.8,523686,54.186,2010,6
tm169422,Her,MOVIE,2013,R,126,"['drama', 'romance', 'scifi']",['US'],0,tt1798709,8,586679,29.436,2010,8
tm171042,The Call,MOVIE,2013,R,94,"['crime', 'thriller', 'drama', 'horror', 'european']",['US'],0,tt1911644,6.7,120475,36.703,2010,6
tm183523,Oldboy,MOVIE,2013,R,104,"['thriller', 'action', 'drama']",['US'],0,tt1321511,5.7,75015,18.58,2010,4
tm143227,Begin Again,MOVIE,2013,R,104,"['comedy', 'music', 'romance', 'drama']",['US'],0,tt1980929,7.4,154049,17.267,2010,6
tm160621,The Conjuring,MOVIE,2013,R,107,"['thriller', 'horror']",['US'],0,tt1457767,7.5,491048,150.432,2010,6
tm148671,A Walk Among the Tombstones,MOVIE,2014,R,113,"['drama', 'thriller', 'action', 'crime']",['US'],0,tt0365907,6.5,120389,73.108,2010,6
tm182429,Olympus Has Fallen,MOVIE,2013,R,119,"['thriller', 'action', 'drama']",['US'],0,tt2302755,6.5,272334,84.497,2010,6
tm151807,Creep,MOVIE,2014,R,77,"['horror', 'thriller']",['US'],0,tt2428170,6.3,52233,13.284,2010,6
tm181270,The Frozen Ground,MOVIE,2013,R,105,"['thriller', 'drama', 'crime']",['US'],0,tt2005374,6.4,62183,11.872,2010,6
tm168400,Empire State,MOVIE,2013,R,94,"['drama', 'crime', 'thriller', 'action', 'european']",['US'],0,tt2171867,5.2,21368,42.802,2010,4
tm184608,Texas Chainsaw 3D,MOVIE,2013,R,92,"['horror', 'thriller']",['US'],0,tt1572315,4.8,49312,46.799,2010,4
tm142856,Sabotage,MOVIE,2014,R,109,"['drama', 'thriller', 'western', 'action', 'crime']",['US'],0,tt1742334,5.7,63007,27.573,2010,4
tm178211,Life of Crime,MOVIE,2013,R,94,"['comedy', 'crime']",['US'],0,tt1663207,5.8,18793,15.068,2010,4
tm181533,The Big Wedding,MOVIE,2013,R,90,"['comedy', 'drama', 'romance']",['US'],0,tt1931435,5.6,49549,8.928,2010,4
tm148976,The Battered Bastards of Baseball,MOVIE,2014,R,80,"['documentation', 'sport']",['US'],0,tt3445270,8,3953,6.34,2010,8
tm171228,Metallica: Through the Never,MOVIE,2013,R,93,['music'],['US'],0,tt2172935,7.1,17433,16.923,2010,6
tm136601,Walk of Shame,MOVIE,2014,R,95,['comedy'],['US'],0,tt2463288,6,54065,20.142,2010,6
tm143757,Search Party,MOVIE,2014,R,93,['comedy'],['US'],0,tt2758904,5.6,7789,6.29,2010,4
tm71148,Thanks for Sharing,MOVIE,2013,R,112,"['drama', 'comedy', 'romance']",['US'],0,tt1932718,6.4,28204,7.824,2010,6
tm180599,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,R,101,"['horror', 'thriller', 'drama']",['US'],0,tt1457765,5.2,17170,19.018,2010,4
tm159362,A Haunted House 2,MOVIE,2014,R,86,"['comedy', 'horror', 'fantasy']",['US'],0,tt2828996,4.6,21514,86.877,2010,4
tm172710,We Steal Secrets: The Story of WikiLeaks,MOVIE,2013,R,162,['documentation'],['US'],0,tt1824254,6.9,7873,6.838,2010,6
tm149914,Jim Jefferies: Bare,MOVIE,2014,R,76,['comedy'],['US'],0,tt3958494,8,5407,7.515,2010,8
tm243100,Hell or High Water,MOVIE,2016,R,102,"['western', 'thriller', 'action', 'crime', 'drama']",['US'],0,tt2582782,7.6,224900,27.45,2010,6
tm150928,It Follows,MOVIE,2015,R,101,"['horror', 'thriller']",['US'],0,tt3235888,6.8,233165,278.419,2010,6
tm239727,Nocturnal Animals,MOVIE,2016,R,115,"['drama', 'thriller']",['US'],0,tt4551306,7.5,264884,54.29,2010,6
tm204163,War Dogs,MOVIE,2016,R,114,"['crime', 'drama', 'comedy', 'war']",['US'],0,tt2005151,7.1,208185,59.104,2010,6
tm135307,Blackhat,MOVIE,2015,R,133,"['thriller', 'action', 'crime']",['US'],0,tt2717822,5.4,58192,57.038,2010,4
tm138905,The Hateful Eight,MOVIE,2015,R,188,"['western', 'crime', 'drama', 'thriller']",['US'],0,tt3460252,7.8,570138,23.205,2010,6
tm137693,Crimson Peak,MOVIE,2015,R,119,"['thriller', 'drama', 'horror', 'romance', 'fantasy']",['US'],0,tt2554274,6.5,143899,23.276,2010,6
tm136465,Tangerine,MOVIE,2015,R,87,"['comedy', 'drama', 'crime']",['US'],0,tt3824458,7.1,31385,8.572,2010,6
tm233377,The Edge of Seventeen,MOVIE,2016,R,104,"['comedy', 'drama']",['US'],0,tt1878870,7.3,120488,27.428,2010,6
tm212927,Mr. Right,MOVIE,2016,R,95,"['comedy', 'romance', 'action']",['US'],0,tt2091935,6.3,55118,18.043,2010,6
tm209987,Christine,MOVIE,2016,R,115,['drama'],['US'],0,tt4666726,6.9,14977,8.408,2010,6
tm239676,Hush,MOVIE,2016,R,82,"['horror', 'thriller']",['US'],0,tt5022702,6.6,123667,12.617,2010,6
tm138297,The Conjuring 2,MOVIE,2016,R,134,"['thriller', 'horror', 'drama']",['US'],0,tt3065204,7.3,260693,171.543,2010,6
tm134791,Unfriended,MOVIE,2015,R,82,"['thriller', 'horror', 'drama']",['US'],0,tt3901018,5.5,73854,22.647,2010,4
tm135106,In a Valley of Violence,MOVIE,2016,R,104,"['thriller', 'western', 'drama', 'crime', 'action']",['US'],0,tt3608930,6,18452,18.124,2010,6
tm196125,"Hello, My Name Is Doris",MOVIE,2015,R,95,"['romance', 'comedy', 'drama']",['US'],0,tt3766394,6.6,20377,14.663,2010,6
tm219248,The Fundamentals of Caring,MOVIE,2016,R,97,"['drama', 'comedy']",['US'],0,tt2452386,7.3,70542,10.667,2010,6
tm239743,Batman: The Killing Joke,MOVIE,2016,R,72,"['drama', 'crime', 'thriller', 'animation', 'action']",['US'],0,tt4853102,6.4,55806,29.498,2010,6
tm138614,Cop Car,MOVIE,2015,R,86,"['thriller', 'crime']",['US'],0,tt4209984,6.3,32547,10.384,2010,6
tm200690,The Forest,MOVIE,2016,R,95,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']",['US'],0,tt3387542,4.8,42148,27.63,2010,4
tm244403,ARQ,MOVIE,2016,R,88,"['scifi', 'thriller', 'action']",['US'],0,tt5640450,6.3,38463,17.371,2010,6
tm166321,Our Brand Is Crisis,MOVIE,2015,R,108,"['comedy', 'drama']",['US'],0,tt1018765,6.1,22147,12.35,2010,6
tm138792,Results,MOVIE,2015,R,105,"['comedy', 'romance']",['US'],0,tt3824412,5.4,7073,7.885,2010,4
tm232953,Sleight,MOVIE,2016,R,89,"['thriller', 'crime', 'drama', 'scifi', 'action']",['US'],0,tt4573516,5.9,8644,8.409,2010,4
tm209950,Kevin Hart: What Now?,MOVIE,2016,R,96,"['comedy', 'documentation']",['US'],0,tt4669186,5.9,9458,8.106,2010,4
tm219173,Term Life,MOVIE,2016,R,93,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt2978102,5.6,7860,20.41,2010,4
tm245148,Jim Jefferies: Freedumb,MOVIE,2016,R,86,"['comedy', 'documentation']",['US'],0,tt5849950,7.7,5393,6.07,2010,6
tm240895,Strange Weather,MOVIE,2016,R,95,['drama'],['US'],0,tt5205210,6,1499,12.599,2010,6
tm230927,Puerto Ricans in Paris,MOVIE,2015,R,82,['comedy'],['US'],0,tt3730510,5.3,1824,6.561,2010,4
tm232931,Hannibal Buress: Comedy Camisado,MOVIE,2016,R,67,['comedy'],['US'],0,tt5352432,6.6,1517,4.269,2010,6
tm571645,Sommore: The Reign Continues,MOVIE,2015,R,93,['comedy'],['US'],0,tt4172758,6.9,76,1.839,2010,6
tm207734,Chris D'Elia: Incorrigible,MOVIE,2015,R,83,"['comedy', 'documentation']",['US'],0,tt4624852,6.4,1535,4.419,2010,6
tm310953,Sorry to Bother You,MOVIE,2018,R,111,"['fantasy', 'scifi', 'drama', 'comedy']",['US'],0,tt5688932,6.9,75653,14.691,2010,6
tm318206,Den of Thieves,MOVIE,2018,R,140,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt1259528,7,107701,55.531,2010,6
tm344989,Lady Bird,MOVIE,2017,R,94,"['drama', 'comedy']",['US'],0,tt4925292,7.4,277165,28.718,2010,6
tm232500,The Disaster Artist,MOVIE,2017,R,104,"['comedy', 'drama']",['US'],0,tt3521126,7.3,149604,13.876,2010,6
tm425889,The Ballad of Buster Scruggs,MOVIE,2018,R,132,"['western', 'comedy', 'drama', 'romance']",['US'],0,tt6412452,7.3,141528,35.22,2010,6
tm350,The Bad Batch,MOVIE,2017,R,119,"['drama', 'action', 'horror', 'romance', 'scifi']",['US'],0,tt4334266,5.2,30785,20.735,2010,4
tm210043,Shot Caller,MOVIE,2017,R,120,"['thriller', 'crime', 'drama']",['US'],0,tt4633690,7.3,83961,29.901,2010,6
tm244191,The Beguiled,MOVIE,2017,R,93,"['drama', 'documentation', 'war', 'thriller']",['US'],0,tt5592248,6.8,21,37.717,2010,6
tm371380,The Package,MOVIE,2018,R,94,"['comedy', 'drama', 'thriller']",['US'],0,tt7525778,5.5,17226,32.016,2010,4
tm244192,Annabelle: Creation,MOVIE,2017,R,110,"['horror', 'thriller']",['US'],0,tt5140878,6.5,129883,53.874,2010,6
tm374132,Bird Box,MOVIE,2018,R,124,"['thriller', 'drama', 'horror', 'scifi']",['US'],0,tt2737304,6.6,325194,38.353,2010,6
tm244332,Beirut,MOVIE,2018,R,109,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt4669264,6.4,21843,12.841,2010,6
tm414887,Destination Wedding,MOVIE,2018,R,84,"['romance', 'comedy', 'drama']",['US'],0,tt6987770,6,28933,11.066,2010,6
tm280828,The Babysitter,MOVIE,2017,R,85,"['horror', 'comedy']",['US'],0,tt4225622,6.4,86953,33.349,2010,6
tm310706,Extinction,MOVIE,2018,R,96,"['drama', 'thriller', 'scifi', 'action']",['US'],0,tt3201640,5.8,51781,32.877,2010,4
tm300615,Mudbound,MOVIE,2017,R,120,"['drama', 'war']",['US'],0,tt2396589,7.4,47676,12.964,2010,6
tm368449,Private Life,MOVIE,2018,R,123,"['drama', 'comedy']",['US'],0,tt6394284,7.2,19023,7.649,2010,6
tm362098,The Kindergarten Teacher,MOVIE,2018,R,96,"['drama', 'thriller', 'european']",['US'],0,tt6952960,6.7,15683,9.481,2010,6
tm346467,Wheelman,MOVIE,2017,R,82,"['thriller', 'crime', 'action']",['US'],0,tt5723286,6.4,19951,12.176,2010,6
tm139545,The Outsider,MOVIE,2018,R,120,"['crime', 'thriller', 'action', 'drama']",['US'],0,tt2011311,6.2,25223,12.155,2010,6
tm434008,Banana Split,MOVIE,2018,R,88,['comedy'],['US'],0,tt7755856,6.2,3190,8.441,2010,6
tm317566,Creep 2,MOVIE,2017,R,80,"['horror', 'thriller', 'crime', 'drama']",['US'],0,tt3654796,6.4,24468,13.772,2010,6
tm316414,Hell Fest,MOVIE,2018,R,89,"['horror', 'thriller']",['US'],0,tt1999890,5.5,16610,19.161,2010,4
tm311921,Small Town Crime,MOVIE,2018,R,91,"['thriller', 'crime']",['US'],0,tt5751998,6.6,11167,8.056,2010,6
tm281935,A Bad Moms Christmas,MOVIE,2017,R,104,['comedy'],['US'],0,tt6365402,5.6,49478,17.717,2010,4
tm244307,Bright,MOVIE,2017,R,117,"['thriller', 'fantasy', 'action', 'crime', 'scifi']",['US'],0,tt5519340,6.3,183841,25.593,2010,6
tm321224,"Game Over, Man!",MOVIE,2018,R,100,"['comedy', 'action']",['US'],0,tt3317234,5.4,29773,14,2010,4
tm321295,Woodshock,MOVIE,2017,R,100,"['thriller', 'horror', 'drama', 'fantasy']",['US'],0,tt4677924,4.2,1933,7.203,2010,4
tm233294,War Machine,MOVIE,2017,R,122,"['drama', 'comedy', 'war']",['US'],0,tt4758646,6,45972,14.317,2010,6
tm324155,Security,MOVIE,2017,R,87,"['crime', 'thriller', 'action', 'european']",['US'],0,tt3501112,5.7,18618,26.587,2010,4
tm370232,We the Animals,MOVIE,2018,R,94,['drama'],['US'],0,tt7681824,6.9,4181,7.888,2010,6
tm439484,Welcome Home,MOVIE,2018,R,97,"['thriller', 'horror', 'drama']",['US'],0,tt6829180,5.2,7387,38.136,2010,4
tm352588,Tau,MOVIE,2018,R,97,"['thriller', 'scifi']",['US'],0,tt4357394,5.8,30611,12.489,2010,4
tm321596,The Long Dumb Road,MOVIE,2018,R,90,['comedy'],['US'],0,tt4712076,6.1,3172,4.554,2010,6
tm411507,John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,R,65,['comedy'],['US'],0,tt8271714,7.9,7696,7.358,2010,6
tm420334,Like Father,MOVIE,2018,R,103,"['comedy', 'drama']",['US'],0,tt7170950,6.1,21202,9.294,2010,6
tm352774,Voyeur,MOVIE,2017,R,95,"['documentation', 'crime', 'drama']",['US'],0,tt3465276,6.2,5922,8.997,2010,6
tm290831,Fun Mom Dinner,MOVIE,2017,R,81,['comedy'],['US'],0,tt6174314,5.3,5509,14.054,2010,4
tm437608,Adam Sandler: 100% Fresh,MOVIE,2018,R,73,"['comedy', 'music']",['US'],0,tt9036126,7.5,5096,10.176,2010,6
tm336712,An Imperfect Murder,MOVIE,2017,R,71,"['crime', 'drama', 'thriller']",['US'],0,tt6469960,3.1,1594,7.251,2010,2
tm327622,S.W.A.T.: Under Siege,MOVIE,2017,R,89,"['thriller', 'crime', 'action']",['US'],0,tt6014472,4.5,3524,36.599,2010,4
tm313293,Whose Streets?,MOVIE,2017,R,90,['documentation'],['US'],0,tt6185288,5.5,1337,3.573,2010,4
tm409618,Alex Strangelove,MOVIE,2018,R,99,"['drama', 'comedy', 'romance']",['US'],0,tt5688996,6.3,17305,13.149,2010,6
tm318641,Justice,MOVIE,2017,R,92,"['western', 'drama', 'action', 'european']",['US'],0,tt5143890,4,1208,5.465,2010,4
tm348010,Killing Hasselhoff,MOVIE,2017,R,79,['comedy'],['US'],0,tt2967226,4.4,2655,6.236,2010,4
tm270490,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,R,76,['documentation'],['US'],0,tt5952468,6.7,743,4.303,2010,6
tm407295,Amateur,MOVIE,2018,R,96,"['drama', 'sport']",['US'],0,tt5580392,5.9,4303,11.572,2010,4
tm294581,The Clapper,MOVIE,2018,R,89,"['comedy', 'drama']",['US'],0,tt5461956,5.1,7425,8.617,2010,4
tm427143,Edge of Fear,MOVIE,2018,R,91,"['thriller', 'crime', 'action']",['US'],0,tt7149916,4.5,3124,14.161,2010,4
tm440996,Trevor Noah: Son of Patricia,MOVIE,2018,R,63,['comedy'],['US'],0,tt9170648,7.3,3970,4.752,2010,6
tm233345,Love Beats Rhymes,MOVIE,2017,R,105,['drama'],['US'],0,tt4721022,5.4,1057,9.665,2010,4
tm356666,Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,R,84,"['comedy', 'documentation']",['US'],0,tt7582890,7.8,1436,4.414,2010,6
tm366227,Uncut Gems,MOVIE,2019,R,130,"['drama', 'thriller', 'comedy', 'crime']",['US'],0,tt5727208,7.4,261956,24.948,2010,6
tm244149,The Irishman,MOVIE,2019,R,209,"['drama', 'crime', 'history', 'thriller']",['US'],0,tt1302006,7.8,371209,19.74,2010,6
tm827638,Synchronic,MOVIE,2019,R,102,"['horror', 'scifi', 'thriller', 'drama']",['US'],0,tt9016974,6.2,28617,11.441,2010,6
tm431321,21 Bridges,MOVIE,2019,R,99,"['action', 'drama', 'crime', 'thriller']",['US'],0,tt8688634,6.6,64117,26.217,2010,6
tm827648,El Camino: A Breaking Bad Movie,MOVIE,2019,R,123,"['thriller', 'drama', 'crime', 'action']",['US'],0,tt10819010,7.3,216847,35.145,2010,6
tm417553,6 Underground,MOVIE,2019,R,127,"['action', 'thriller', 'comedy']",['US'],0,tt8106534,6.1,168919,47.628,2010,6
tm244207,Triple Frontier,MOVIE,2019,R,125,"['thriller', 'action', 'crime', 'drama']",['US'],0,tt1488606,6.4,124218,27.886,2010,6
tm444017,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,2019,R,111,"['crime', 'drama', 'thriller']",['US'],0,tt2481498,6.7,91162,19.448,2010,6
tm458585,Dolemite Is My Name,MOVIE,2019,R,118,"['comedy', 'drama']",['US'],0,tt8526872,7.2,59836,13.072,2010,6
tm432765,The Wind,MOVIE,2019,R,86,"['western', 'thriller', 'horror']",['US'],0,tt8426594,5.5,8078,9.685,2010,4
tm447963,Fractured,MOVIE,2019,R,99,['thriller'],['US'],0,tt4332232,6.4,70860,20.986,2010,6
tm420826,The Highwaymen,MOVIE,2019,R,132,"['thriller', 'crime', 'drama']",['US'],0,tt1860242,6.9,88714,19.718,2010,6
tm455636,The Dirt,MOVIE,2019,R,108,"['drama', 'music', 'comedy']",['US'],0,tt0800325,6.9,47603,19.057,2010,6
tm441232,Someone Great,MOVIE,2019,R,92,"['romance', 'comedy']",['US'],0,tt8075260,6.2,21501,12.918,2010,6
tm428557,The Laundromat,MOVIE,2019,R,96,"['drama', 'comedy', 'crime', 'history']",['US'],0,tt5868244,6.3,49391,13.77,2010,6
tm332071,Velvet Buzzsaw,MOVIE,2019,R,112,"['thriller', 'horror', 'comedy']",['US'],0,tt7043012,5.7,59491,11.402,2010,4
tm458553,Wine Country,MOVIE,2019,R,103,"['comedy', 'drama']",['US'],0,tt8169446,5.4,20836,11.382,2010,4
tm411750,Doom: Annihilation,MOVIE,2019,R,97,"['scifi', 'horror', 'thriller', 'action']",['US'],0,tt8328716,3.7,9200,27.95,2010,2
tm443154,Rust Creek,MOVIE,2019,R,108,"['thriller', 'crime', 'drama', 'horror']",['US'],0,tt6610158,5.9,11136,15.43,2010,4
tm355783,Eli,MOVIE,2019,R,98,"['horror', 'thriller', 'drama']",['US'],0,tt5294518,5.8,34477,20.919,2010,4
tm459742,Sword of Trust,MOVIE,2019,R,88,"['comedy', 'drama']",['US'],0,tt8484012,6.3,3558,7.367,2010,6
tm437221,Charlie Says,MOVIE,2019,R,104,"['crime', 'drama', 'documentation']",['US'],0,tt1759744,5.9,4256,11.739,2010,4
tm455568,Paddleton,MOVIE,2019,R,89,"['drama', 'comedy']",['US'],0,tt8041276,7.1,13419,8.112,2010,6
tm827142,Dave Chappelle: Sticks & Stones,MOVIE,2019,R,65,['comedy'],['US'],0,tt10810424,8.4,25687,12.023,2010,8
tm511940,Lying and Stealing,MOVIE,2019,R,100,"['crime', 'drama', 'comedy']",['US'],0,tt7558302,5.4,5596,22.681,2010,4
tm823355,Inside Man: Most Wanted,MOVIE,2019,R,106,"['thriller', 'action', 'crime']",['US'],0,tt7832848,5.6,3927,14.613,2010,4
tm838876,Undercover Brother 2,MOVIE,2019,R,85,"['action', 'comedy']",['US'],0,tt6843446,3.4,670,4.663,2010,2
tm843958,Rogue Warfare: The Hunt,MOVIE,2019,R,103,['action'],['US'],0,tt7983712,3.1,570,6.517,2010,2
tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],0,tt0075314,8.3,795222,27.612,1970,8
tm190788,The Exorcist,MOVIE,1973,R,133,['horror'],['US'],0,tt0070047,8.1,391942,95.337,1970,8
tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'crime', 'action']",['US'],0,tt0066999,7.7,153463,14.745,1970,6
tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'drama']",['US'],0,tt0080453,5.8,69053,44.038,1980,4
tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['drama', 'crime', 'action']",['US'],0,tt0061418,7.7,111189,15.309,1960,6
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,"['comedy', 'documentation']",['US'],0,tt0079807,8.1,5141,4.681,1970,8
tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],0,tt0081071,6.9,11329,8.808,1980,6
tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",['US'],0,tt0068562,6.2,411,2.466,1970,6
tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],0,tt0092005,8.1,392790,16.096,1980,8
tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],0,tt0098635,7.7,212913,16.005,1980,6
tm54450,Christine,MOVIE,1983,R,90,"['horror', 'thriller', 'european']",['US'],0,tt0085333,6.7,80945,19.311,1980,6
tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],['US'],0,tt0087800,7.4,230543,53.853,1980,6
tm132694,Pet Sematary,MOVIE,1989,R,103,"['horror', 'fantasy', 'thriller']",['US'],0,tt0098084,6.5,102212,32.854,1980,6
tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['comedy', 'romance']",['US'],0,tt0091939,6.7,14277,6.212,1980,6
tm20712,Eddie Murphy Raw,MOVIE,1987,R,93,"['comedy', 'documentation']",['US'],0,tt0092948,7.6,19646,9.727,1980,6
tm130586,Endless Love,MOVIE,1981,R,116,"['drama', 'romance']",['US'],0,tt0082329,4.9,8374,19.518,1980,4
tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,"['comedy', 'documentation']",['US'],0,tt0307403,7.2,651,1.791,1980,6
tm57554,Saving Private Ryan,MOVIE,1998,R,169,"['drama', 'war']",['US'],0,tt0120815,8.6,1346020,54.874,1990,8
tm55553,Blade,MOVIE,1998,R,120,"['action', 'scifi', 'horror']",['US'],0,tt0120611,7.1,267181,47.411,1990,6
tm192037,Starship Troopers,MOVIE,1997,R,129,"['scifi', 'thriller', 'action']",['US'],0,tt0120201,7.3,288960,22.126,1990,6
tm191989,Donnie Brasco,MOVIE,1997,R,127,"['thriller', 'drama', 'crime']",['US'],0,tt0119008,7.7,300073,14.769,1990,6
tm54903,Wild Things,MOVIE,1998,R,108,"['drama', 'thriller', 'crime', 'european']",['US'],0,tt0194542,6.6,118811,22.205,1990,6
tm53419,Any Given Sunday,MOVIE,1999,R,162,"['drama', 'sport']",['US'],0,tt0146838,6.9,118479,13.825,1990,6
tm189764,Menace II Society,MOVIE,1993,R,97,"['drama', 'crime', 'thriller']",['US'],0,tt0107554,7.5,57399,15.347,1990,6
tm9323,Desperado,MOVIE,1995,R,104,"['thriller', 'action', 'crime', 'western', 'european']",['US'],0,tt0112851,7.1,183638,19.718,1990,6
tm24877,Road Trip,MOVIE,2000,R,93,['comedy'],['US'],0,tt0215129,6.5,167670,16.989,2000,6
tm187791,In the Line of Fire,MOVIE,1993,R,128,"['drama', 'thriller', 'action', 'crime']",['US'],0,tt0107206,7.2,101939,15.02,1990,6
tm191374,I Know What You Did Last Summer,MOVIE,1997,R,101,"['horror', 'thriller']",['US'],0,tt0119345,5.7,142696,18.102,1990,4
tm192431,The Devil's Own,MOVIE,1997,R,107,"['thriller', 'drama', 'action', 'crime', 'european']",['US'],0,tt0962637,6.2,64625,11.387,1990,6
tm55732,I Still Know What You Did Last Summer,MOVIE,1998,R,100,"['thriller', 'horror']",['US'],0,tt0130018,4.7,73269,17.756,1990,4
tm17721,Under Suspicion,MOVIE,2000,R,110,"['thriller', 'crime', 'drama', 'european']",['US'],0,tt0164212,6.5,25432,11.459,2000,6
tm10811,Heavy,MOVIE,1995,R,105,"['romance', 'drama']",['US'],0,tt0113280,6.8,4921,5.31,1990,6
tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],0,tt0800039,7.1,280121,18.358,2000,6
tm78592,Michael Clayton,MOVIE,2007,R,120,"['thriller', 'crime', 'drama']",['US'],0,tt0465538,7.2,163878,11.418,2000,6
tm116324,Jackass: The Movie,MOVIE,2002,R,88,"['action', 'comedy', 'documentation']",['US'],0,tt0322802,6.6,92305,30.13,2000,6
tm78671,Cleaner,MOVIE,2007,R,88,"['thriller', 'crime']",['US'],0,tt0896798,6.1,41052,9.202,2000,6
tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,R,88,['comedy'],['US'],0,tt0366551,7,193053,15.067,2000,6
tm105329,Road to Perdition,MOVIE,2002,R,117,"['thriller', 'documentation', 'crime', 'drama']",['US'],0,tt0257044,7.7,263212,17.73,2000,6
tm35463,Blow,MOVIE,2001,R,124,"['drama', 'crime']",['US'],0,tt0221027,7.5,255099,19.789,2000,6
tm84371,Shooter,MOVIE,2007,R,124,"['thriller', 'action', 'drama']",['US'],0,tt0822854,7.2,329417,42.882,2000,6
tm131038,Public Enemies,MOVIE,2009,R,143,"['crime', 'drama', 'history', 'action', 'european']",['US'],0,tt1152836,7,297525,111.535,2000,6
tm76066,Into the Wild,MOVIE,2007,R,140,['drama'],['US'],0,tt0758758,8.1,611379,15.658,2000,8
